WAFER_ID,WAFER_SEQ,CHAMBER,STAGE,USAGE_OF_POLISHING_TABLE,USAGE_OF_DRESSER,PAD_GROOVE_DEPTH_UM,PRESS_DOWNFORCE_Z1,PRESS_DOWNFORCE_Z2,PRESS_DOWNFORCE_Z3,PRESS_RETAINING_RING,ROTATION_TABLE_RPM,ROTATION_HEAD_RPM,FLOW_RATE_SLURRY,CURRENT_TABLE_MOTOR,TEMP_PAD,CONDITIONER_DOWNFORCE,RemovalRate,IS_SYNTHETIC
W2_0079,79,Chamber 2,Stage A,79,19.9,1071.9,3.8,3.755,3.681,5.09,91.79,85.47,220.82,19.17,41.65,8.6,2477.8,True
W2_0080,80,Chamber 2,Stage B,80,20.0,1067.6,2.378,2.343,2.255,3.249,64.98,59.71,159.62,16.52,31.97,8.53,1086.6,True
W2_0081,81,Chamber 2,Stage A,81,20.1,1068.0,3.83,3.83,3.611,5.152,91.72,85.78,218.56,19.56,41.87,8.33,2500.4,True
W2_0082,82,Chamber 2,Stage A,82,20.2,1059.6,3.786,3.713,3.657,5.072,91.86,85.66,218.22,19.68,42.42,8.18,2489.8,True
W2_0083,83,Chamber 2,Stage A,83,20.3,1062.8,3.767,3.801,3.701,5.128,92.1,85.75,220.86,19.25,41.23,8.39,2485.0,True
W2_0084,84,Chamber 2,Stage B,84,20.4,1065.3,2.368,2.329,2.33,3.252,65.0,60.35,160.96,16.25,32.42,8.72,1101.1,True
W2_0085,85,Chamber 2,Stage A,85,20.5,1055.8,3.839,3.753,3.594,5.184,91.26,86.36,219.26,19.13,42.07,8.61,2467.8,True
W2_0086,86,Chamber 2,Stage A,86,20.6,1057.8,3.747,3.727,3.702,5.263,92.04,86.45,220.46,19.46,42.19,8.57,2478.3,True
W2_0087,87,Chamber 2,Stage A,87,20.7,1051.2,3.798,3.749,3.616,5.127,92.76,86.47,222.7,19.66,42.72,8.5,2464.8,True
W2_0088,88,Chamber 2,Stage B,88,20.8,1059.1,2.439,2.344,2.284,3.177,64.78,59.44,164.18,16.49,32.76,8.5,1117.1,True
W2_0089,89,Chamber 2,Stage A,89,20.9,1059.6,3.781,3.715,3.671,5.104,92.0,86.16,221.57,19.58,42.37,8.23,2489.1,True
W2_0090,90,Chamber 2,Stage A,90,21.0,1051.7,3.841,3.764,3.691,5.145,92.01,86.35,221.46,19.46,42.54,8.45,2526.6,True
W2_0091,91,Chamber 2,Stage A,91,21.1,1051.9,3.861,3.675,3.631,5.132,92.45,86.16,220.62,19.17,41.92,8.33,2473.4,True
W2_0092,92,Chamber 2,Stage B,92,21.2,1046.0,2.371,2.4,2.341,3.161,64.63,59.09,158.43,16.23,32.67,8.61,1114.3,True
W2_0093,93,Chamber 2,Stage A,93,21.3,1054.4,3.8,3.721,3.61,5.072,92.39,86.16,222.1,19.41,41.69,8.55,2469.8,True
W2_0094,94,Chamber 2,Stage A,94,21.4,1041.2,3.821,3.77,3.666,5.094,92.05,86.09,218.12,19.23,42.71,8.44,2508.5,True
W2_0095,95,Chamber 2,Stage A,95,21.5,1042.0,3.759,3.759,3.67,5.193,92.32,86.82,221.12,19.42,42.78,8.48,2478.5,True
W2_0096,96,Chamber 2,Stage B,96,21.6,1041.3,2.337,2.356,2.247,3.243,65.35,59.81,163.35,16.25,32.88,8.28,1128.1,True
W2_0097,97,Chamber 2,Stage A,97,21.7,1036.0,3.774,3.682,3.641,5.124,92.04,85.88,221.27,18.92,41.3,8.44,2454.4,True
W2_0098,98,Chamber 2,Stage A,98,21.8,1038.1,3.805,3.763,3.62,5.183,91.83,86.7,219.27,19.43,42.32,8.37,2468.3,True
W2_0099,99,Chamber 2,Stage A,99,21.9,1034.0,3.84,3.666,3.649,5.161,92.08,86.52,219.85,19.45,42.4,8.47,2476.2,True
W2_0100,100,Chamber 2,Stage B,100,22.0,1032.0,2.382,2.336,2.345,3.079,65.16,60.01,156.64,16.16,32.87,8.55,1123.4,True
W2_0101,101,Chamber 2,Stage A,101,22.1,1035.5,3.821,3.746,3.622,5.163,91.85,85.17,222.34,19.32,41.63,8.38,2451.6,True
W2_0102,102,Chamber 2,Stage A,102,22.2,1033.1,3.76,3.702,3.645,5.225,91.95,86.43,220.08,19.42,41.91,8.43,2471.7,True
W2_0103,103,Chamber 2,Stage A,103,22.3,1028.9,3.836,3.695,3.636,5.094,92.13,85.86,221.46,19.2,42.32,8.36,2490.1,True
W2_0104,104,Chamber 2,Stage B,104,22.4,1028.7,2.339,2.357,2.305,3.236,65.4,60.3,160.6,16.24,33.09,8.57,1098.6,True
W2_0105,105,Chamber 2,Stage A,105,22.5,1026.8,3.824,3.699,3.596,5.138,92.11,86.6,217.46,19.53,42.81,8.67,2448.3,True
W2_0106,106,Chamber 2,Stage A,106,22.6,1024.9,3.817,3.706,3.695,5.074,91.3,86.44,215.45,19.65,43.24,8.47,2460.2,True
W2_0107,107,Chamber 2,Stage A,107,22.7,1026.2,3.805,3.744,3.617,5.214,92.1,86.29,218.74,19.28,42.11,8.69,2442.9,True
W2_0108,108,Chamber 2,Stage B,108,22.8,1025.7,2.387,2.326,2.285,3.275,64.75,59.95,160.03,16.22,32.37,8.21,1100.8,True
W2_0109,109,Chamber 2,Stage A,109,22.9,1023.6,3.822,3.779,3.646,5.162,91.77,86.98,223.97,19.48,42.8,8.5,2468.4,True
W2_0110,110,Chamber 2,Stage A,110,23.0,1021.6,3.802,3.729,3.623,5.044,92.09,86.36,219.55,19.31,41.52,8.72,2451.3,True
W2_0111,111,Chamber 2,Stage A,111,23.1,1014.3,3.777,3.765,3.707,5.128,92.5,85.58,222.15,19.23,42.5,8.66,2458.4,True
W2_0112,112,Chamber 2,Stage B,112,23.2,1003.0,2.371,2.356,2.291,3.199,64.58,59.71,162.24,16.37,32.27,8.4,1089.5,True
W2_0113,113,Chamber 2,Stage A,113,23.3,1015.0,3.831,3.767,3.616,5.081,91.82,85.7,220.45,19.17,42.14,8.21,2468.2,True
W2_0114,114,Chamber 2,Stage A,114,23.4,1014.8,3.746,3.743,3.644,5.107,92.1,86.19,221.42,19.37,41.75,8.68,2485.3,True
W2_0115,115,Chamber 2,Stage A,115,23.5,1008.4,3.871,3.766,3.655,5.145,91.99,85.3,220.04,19.44,42.07,8.68,2447.2,True
W2_0116,116,Chamber 2,Stage B,116,23.6,1007.7,2.369,2.327,2.265,3.195,65.57,59.63,160.25,16.5,33.05,8.42,1084.6,True
W2_0117,117,Chamber 2,Stage A,117,23.7,1007.8,3.764,3.782,3.625,5.163,92.42,85.78,222.08,19.45,42.53,8.61,2437.7,True
W2_0118,118,Chamber 2,Stage A,118,23.8,1002.1,3.802,3.712,3.591,5.154,92.79,86.19,221.22,19.46,42.44,8.59,2435.1,True
W2_0119,119,Chamber 2,Stage A,119,23.9,1009.2,3.793,3.733,3.639,5.146,92.18,86.33,222.57,19.25,41.5,8.51,2417.0,True
W2_0120,120,Chamber 2,Stage B,120,24.0,1006.7,2.404,2.363,2.345,3.208,65.23,59.96,159.63,16.56,32.77,8.38,1071.9,True
W2_0121,121,Chamber 2,Stage A,121,24.1,995.8,3.832,3.727,3.641,5.15,92.92,85.29,221.56,19.35,42.0,8.36,2446.3,True
W2_0122,122,Chamber 2,Stage A,122,24.2,999.9,3.831,3.67,3.664,5.114,91.53,86.08,216.89,19.11,41.6,8.51,2420.8,True
W2_0123,123,Chamber 2,Stage A,123,24.3,1002.0,3.777,3.722,3.603,5.162,92.71,87.12,220.18,19.27,41.89,8.62,2435.7,True
W2_0124,124,Chamber 2,Stage B,124,24.4,995.3,2.392,2.338,2.318,3.187,65.41,59.58,157.9,16.28,32.47,8.36,1077.1,True
W2_0125,125,Chamber 2,Stage A,125,24.5,993.4,3.765,3.689,3.711,5.087,91.87,85.85,219.16,19.34,42.2,8.59,2445.3,True
W2_0126,126,Chamber 2,Stage A,126,24.6,993.9,3.852,3.657,3.654,5.226,91.86,85.91,220.59,19.26,41.74,8.42,2443.3,True
W2_0127,127,Chamber 2,Stage A,127,24.7,997.4,3.808,3.748,3.64,5.091,91.76,86.0,217.88,19.03,42.45,8.42,2427.6,True
W2_0128,128,Chamber 2,Stage B,128,24.8,986.9,2.404,2.375,2.307,3.207,64.1,60.08,158.45,16.59,32.96,8.38,1085.4,True
W2_0129,129,Chamber 2,Stage A,129,24.9,991.2,3.765,3.738,3.701,5.118,91.05,86.27,221.97,19.37,42.15,8.26,2411.7,True
W2_0130,130,Chamber 2,Stage A,130,25.0,984.3,3.788,3.679,3.587,5.193,92.25,86.04,219.12,18.98,41.31,8.42,2391.9,True
W2_0131,131,Chamber 2,Stage A,131,25.1,977.7,3.818,3.723,3.672,5.197,92.42,86.19,220.02,19.51,42.85,8.35,2469.7,True
W2_0132,132,Chamber 2,Stage B,132,25.2,975.3,2.365,2.378,2.312,3.306,64.99,59.65,159.57,16.4,32.62,8.27,1085.1,True
W2_0133,133,Chamber 2,Stage A,133,25.3,978.3,3.789,3.687,3.683,5.101,91.57,86.01,218.72,19.04,41.21,8.72,2411.3,True
W2_0134,134,Chamber 2,Stage A,134,25.4,981.3,3.757,3.76,3.668,5.129,92.55,86.27,218.35,19.49,42.45,8.34,2420.4,True
W2_0135,135,Chamber 2,Stage A,135,25.5,978.5,3.777,3.721,3.691,5.097,91.37,85.58,221.99,19.36,41.67,8.54,2395.2,True
W2_0136,136,Chamber 2,Stage B,136,25.6,981.6,2.378,2.325,2.285,3.221,64.98,60.09,152.62,16.22,32.84,8.38,1072.2,True
W2_0137,137,Chamber 2,Stage A,137,25.7,978.2,3.761,3.736,3.624,5.105,91.68,85.71,225.44,19.26,42.33,8.63,2403.4,True
W2_0138,138,Chamber 2,Stage A,138,25.8,972.3,3.774,3.753,3.669,5.223,91.83,85.56,219.28,19.14,40.64,8.72,2404.0,True
W2_0139,139,Chamber 2,Stage A,139,25.9,976.7,3.828,3.707,3.592,5.232,91.6,85.58,222.21,19.4,41.9,8.44,2387.8,True
W2_0140,140,Chamber 2,Stage B,140,26.0,968.8,2.336,2.375,2.279,3.309,65.06,59.73,161.33,16.33,32.21,8.63,1066.5,True
W2_0141,141,Chamber 2,Stage A,141,26.1,966.5,4.142,3.984,3.658,5.116,91.66,85.7,219.57,19.58,42.25,7.96,2519.0,True
W2_0142,142,Chamber 2,Stage A,142,26.2,971.5,4.166,4.074,3.675,5.105,92.22,85.91,219.61,19.61,43.27,8.56,2578.0,True
W2_0143,143,Chamber 2,Stage A,143,26.3,961.1,4.151,4.002,3.661,5.173,92.36,85.55,218.69,19.71,42.49,8.65,2541.9,True
W2_0144,144,Chamber 2,Stage B,144,26.4,968.2,2.694,2.682,2.264,3.228,65.13,60.52,161.34,16.52,33.27,8.39,1166.1,True
W2_0145,145,Chamber 2,Stage A,145,26.5,961.2,4.125,4.044,3.697,5.058,91.49,85.35,220.75,19.77,43.47,8.52,2536.1,True
W2_0146,146,Chamber 2,Stage A,146,26.6,960.3,4.07,4.125,3.664,5.141,92.25,86.28,219.72,19.67,43.31,8.41,2577.8,True
W2_0147,147,Chamber 2,Stage A,147,26.7,962.7,4.142,4.086,3.649,5.146,92.32,85.71,220.11,19.41,43.28,8.52,2532.7,True
W2_0148,148,Chamber 2,Stage B,148,26.8,957.6,2.741,2.641,2.322,3.313,64.99,61.04,156.55,16.64,33.71,8.6,1173.9,True
W2_0149,149,Chamber 2,Stage A,149,26.9,954.6,4.144,4.062,3.679,5.079,91.91,85.62,219.23,19.68,43.72,8.65,2544.9,True
W2_0150,150,Chamber 2,Stage A,150,27.0,945.2,4.101,4.042,3.682,5.136,91.68,85.63,219.1,19.72,42.82,8.51,2528.3,True
W2_0151,151,Chamber 2,Stage A,151,27.1,951.5,4.095,4.024,3.624,5.14,91.94,85.78,220.86,19.84,42.72,8.76,2510.6,True
W2_0152,152,Chamber 2,Stage B,152,27.2,953.9,2.708,2.676,2.309,3.211,64.64,59.82,160.47,16.64,33.11,8.59,1174.6,True
W2_0153,153,Chamber 2,Stage A,153,27.3,946.4,4.118,4.037,3.654,5.073,91.92,86.3,221.28,19.73,42.66,8.46,2530.0,True
W2_0154,154,Chamber 2,Stage A,154,27.4,944.7,4.109,4.042,3.635,5.163,91.84,86.64,222.93,19.6,42.64,8.37,2558.4,True
W2_0155,155,Chamber 2,Stage A,155,27.5,942.4,4.131,4.06,3.618,5.087,91.52,85.65,214.3,19.69,43.52,8.58,2503.0,True
W2_0156,156,Chamber 2,Stage B,156,27.6,943.9,2.689,2.698,2.328,3.182,65.29,60.61,163.81,16.51,33.91,8.93,1165.9,True
W2_0157,157,Chamber 2,Stage A,157,27.7,941.6,4.103,4.056,3.608,5.118,92.51,85.98,220.28,19.81,42.71,8.57,2516.4,True
W2_0158,158,Chamber 2,Stage A,158,27.8,934.6,4.152,4.008,3.618,5.033,91.78,86.53,219.76,19.44,42.13,8.3,2523.5,True
W2_0159,159,Chamber 2,Stage A,159,27.9,936.6,4.153,4.042,3.651,5.116,92.31,86.31,220.67,19.59,42.97,8.58,2535.8,True
W2_0160,160,Chamber 2,Stage B,160,28.0,930.1,2.706,2.651,2.318,3.306,65.47,59.5,162.58,16.61,32.94,8.45,1162.3,True
W2_0161,161,Chamber 2,Stage A,161,28.1,928.6,4.138,4.084,3.643,5.198,91.92,86.34,215.56,19.62,43.35,8.86,2535.2,True
W2_0162,162,Chamber 2,Stage A,162,28.2,941.1,4.133,4.056,3.62,5.186,92.32,86.39,220.02,19.61,43.11,8.29,2545.0,True
W2_0163,163,Chamber 2,Stage A,163,28.3,929.4,4.119,4.109,3.651,5.111,91.75,86.65,218.44,19.69,42.54,8.61,2526.7,True
W2_0164,164,Chamber 2,Stage B,164,28.4,927.4,2.754,2.72,2.323,3.207,64.8,60.03,160.64,16.46,33.37,8.35,1156.9,True
W2_0165,165,Chamber 2,Stage A,165,28.5,924.9,4.118,4.101,3.655,5.088,92.09,85.86,220.65,19.94,43.28,8.59,2537.0,True
W2_0166,166,Chamber 2,Stage A,166,28.6,932.1,4.186,4.054,3.623,5.213,92.83,85.99,218.99,19.79,43.55,8.47,2533.4,True
W2_0167,167,Chamber 2,Stage A,167,28.7,914.9,4.111,4.075,3.639,5.152,91.95,85.98,219.25,19.73,42.25,8.7,2523.7,True
W2_0168,168,Chamber 2,Stage B,168,28.8,925.9,2.703,2.618,2.275,3.083,64.95,59.54,160.12,16.67,32.87,8.26,1156.7,True
W2_0169,169,Chamber 2,Stage A,169,28.9,918.6,4.11,4.104,3.601,5.06,91.97,86.9,219.6,19.55,42.55,8.47,2528.5,True
W2_0170,170,Chamber 2,Stage A,170,29.0,915.5,4.099,4.005,3.651,5.076,91.53,85.83,219.02,19.57,42.76,8.42,2484.7,True
W2_0171,171,Chamber 2,Stage A,171,29.1,915.4,4.123,4.049,3.603,5.18,91.65,86.04,222.33,19.66,42.52,8.64,2499.6,True
W2_0172,172,Chamber 2,Stage B,172,29.2,917.1,2.376,2.29,2.309,3.236,65.45,60.14,162.67,16.46,32.4,8.4,1029.6,True
W2_0173,173,Chamber 2,Stage A,173,29.3,916.3,3.74,3.716,3.661,5.104,91.58,86.34,219.79,19.38,42.45,8.43,2369.8,True
W2_0174,174,Chamber 2,Stage A,174,29.4,905.2,3.805,3.652,3.628,5.106,91.25,85.54,216.04,19.34,42.11,8.49,2314.4,True
W2_0175,175,Chamber 2,Stage A,175,29.5,909.9,3.747,3.686,3.621,5.122,91.59,86.14,219.54,19.39,41.57,8.5,2333.4,True
W2_0176,176,Chamber 2,Stage B,176,29.6,912.0,2.427,2.378,2.276,3.231,65.11,59.89,161.17,16.43,32.27,8.54,1045.6,True
W2_0177,177,Chamber 2,Stage A,177,29.7,909.8,3.751,3.734,3.629,5.093,91.42,85.81,222.17,19.33,42.28,8.5,2329.3,True
W2_0178,178,Chamber 2,Stage A,178,29.8,906.2,3.784,3.709,3.602,5.176,91.85,86.07,217.93,19.24,41.28,8.57,2351.6,True
W2_0179,179,Chamber 2,Stage A,179,29.9,911.1,3.747,3.814,3.7,5.166,91.7,85.95,218.91,19.29,41.67,8.69,2386.4,True
W2_0180,180,Chamber 2,Stage B,180,30.0,906.8,2.446,2.375,2.296,3.078,65.12,60.0,160.28,16.36,32.44,8.51,1073.0,True
W2_0181,181,Chamber 2,Stage A,181,30.1,899.2,3.818,3.712,3.646,5.135,92.04,86.4,221.29,19.15,42.55,8.81,2378.5,True
W2_0182,182,Chamber 2,Stage A,182,30.2,900.7,3.776,3.712,3.635,5.161,91.38,85.57,220.69,19.19,41.51,8.59,2320.1,True
W2_0183,183,Chamber 2,Stage A,183,30.3,897.1,3.845,3.663,3.641,5.063,91.34,86.39,221.09,19.31,41.8,8.57,2374.2,True
W2_0184,184,Chamber 2,Stage B,184,30.4,896.4,2.422,2.352,2.249,3.138,64.77,60.42,161.58,16.18,32.71,8.64,1050.2,True
W2_0185,185,Chamber 2,Stage A,185,30.5,895.2,3.795,3.764,3.627,5.063,92.01,85.84,226.75,19.03,41.22,8.6,2333.7,True
W2_0186,186,Chamber 2,Stage A,186,30.6,888.8,3.843,3.758,3.655,5.114,92.11,85.79,223.44,19.27,41.09,8.47,2374.6,True
W2_0187,187,Chamber 2,Stage A,187,30.7,890.2,3.777,3.748,3.604,5.183,91.79,85.84,217.75,19.42,42.66,8.56,2347.5,True
W2_0188,188,Chamber 2,Stage B,188,30.8,898.6,2.441,2.376,2.216,3.19,65.38,60.06,157.95,16.46,32.07,8.4,1059.5,True
W2_0189,189,Chamber 2,Stage A,189,30.9,882.5,3.826,3.755,3.707,5.149,91.93,86.41,222.91,19.33,41.64,8.43,2381.8,True
W2_0190,190,Chamber 2,Stage A,190,31.0,884.5,3.857,3.705,3.64,5.085,93.08,86.1,218.3,19.48,42.03,8.63,2349.0,True
W2_0191,191,Chamber 2,Stage A,191,31.1,885.5,3.74,3.684,3.702,5.212,92.03,86.67,219.68,19.24,41.62,8.46,2354.3,True
W2_0192,192,Chamber 2,Stage B,192,31.2,884.5,2.421,2.383,2.316,3.191,64.46,60.06,159.66,16.21,33.19,8.51,1020.3,True
W2_0193,193,Chamber 2,Stage A,193,31.3,879.3,3.789,3.733,3.666,5.194,91.4,85.78,220.86,19.47,42.64,8.62,2314.7,True
W2_0194,194,Chamber 2,Stage A,194,31.4,876.2,3.782,3.744,3.656,5.064,91.83,86.35,220.7,19.33,42.28,8.59,2332.2,True
W2_0195,195,Chamber 2,Stage A,195,31.5,878.7,3.807,3.651,3.642,5.12,91.45,85.63,221.62,19.21,41.56,8.53,2324.5,True
W2_0196,196,Chamber 2,Stage B,196,31.6,877.3,2.356,2.401,2.315,3.211,64.5,60.16,159.77,16.4,32.06,8.74,1055.2,True
W2_0197,197,Chamber 2,Stage A,197,31.7,874.4,3.82,3.723,3.655,5.188,92.25,85.93,222.7,19.43,41.89,8.15,2336.9,True
W2_0198,198,Chamber 2,Stage A,198,31.8,869.8,3.83,3.692,3.656,5.101,92.12,85.97,220.19,19.29,41.53,8.42,2321.1,True
W2_0199,199,Chamber 2,Stage A,199,31.9,872.3,3.818,3.723,3.673,5.085,91.29,85.79,218.47,19.14,41.57,8.49,2324.4,True
W2_0200,200,Chamber 2,Stage B,200,32.0,871.3,2.406,2.351,2.319,3.2,65.56,59.91,157.38,16.52,32.48,8.53,1034.2,True
W2_0201,201,Chamber 2,Stage A,201,32.1,870.2,3.747,3.738,3.621,5.099,91.56,86.29,222.01,19.03,41.65,8.5,2275.2,True
W2_0202,202,Chamber 2,Stage A,202,32.2,864.4,3.767,3.754,3.637,5.16,92.56,85.52,218.87,19.35,41.92,8.49,2326.9,True
W2_0203,203,Chamber 2,Stage A,203,32.3,867.3,3.805,3.677,3.714,5.063,91.87,85.99,223.83,19.51,42.53,8.3,2309.3,True
W2_0204,204,Chamber 2,Stage B,204,32.4,861.6,2.378,2.39,2.275,3.234,64.78,59.6,161.48,16.47,31.96,8.58,1067.6,True
W2_0205,205,Chamber 2,Stage A,205,32.5,860.0,3.857,3.716,3.607,5.115,92.42,85.66,218.8,19.26,41.77,8.59,2326.9,True
W2_0206,206,Chamber 2,Stage A,206,32.6,860.9,3.807,3.696,3.687,5.098,92.45,85.91,220.4,19.03,40.74,8.43,2318.5,True
W2_0207,207,Chamber 2,Stage A,207,32.7,857.2,3.83,3.711,3.622,5.058,92.19,86.55,222.53,19.35,42.35,8.61,2331.5,True
W2_0208,208,Chamber 2,Stage B,208,32.8,856.8,2.359,2.331,2.304,3.243,65.77,60.03,162.36,16.22,31.88,8.43,1039.9,True
W2_0209,209,Chamber 2,Stage A,209,32.9,860.1,3.828,3.729,3.637,5.237,91.96,86.47,219.2,19.12,42.01,8.61,2320.8,True
W2_0210,210,Chamber 2,Stage A,210,33.0,855.2,3.816,3.737,3.596,5.094,92.16,86.16,222.43,19.17,41.69,8.48,2275.3,True
W2_0211,211,Chamber 2,Stage A,211,33.1,859.6,3.805,3.705,3.599,5.161,91.89,86.22,223.73,19.26,41.15,8.18,2272.1,True
W2_0212,212,Chamber 2,Stage B,212,33.2,854.8,2.404,2.349,2.298,3.218,65.42,59.57,160.69,16.32,32.99,8.44,1040.2,True
W2_0213,213,Chamber 2,Stage A,213,33.3,851.3,3.757,3.777,3.573,5.092,91.82,86.23,220.44,19.04,41.14,8.47,2302.3,True
W2_0214,214,Chamber 2,Stage A,214,33.4,845.7,3.848,3.7,3.669,5.116,92.48,86.41,220.42,19.3,42.21,8.45,2303.5,True
W2_0215,215,Chamber 2,Stage A,215,33.5,846.3,3.845,3.758,3.615,5.072,92.51,85.55,221.02,19.54,41.94,8.41,2314.9,True
W2_0216,216,Chamber 2,Stage B,216,33.6,850.2,2.341,2.286,2.297,3.252,64.55,59.56,161.12,16.13,32.35,8.58,997.6,True
W2_0217,217,Chamber 2,Stage A,217,33.7,846.4,3.802,3.728,3.717,5.06,92.32,86.67,219.35,19.2,41.15,8.63,2337.3,True
W2_0218,218,Chamber 2,Stage A,218,33.8,843.6,3.847,3.722,3.684,5.113,92.36,86.08,220.89,19.09,40.75,8.56,2293.1,True
W2_0219,219,Chamber 2,Stage A,219,33.9,848.0,3.826,3.734,3.614,5.199,92.81,86.06,221.02,19.29,41.74,8.53,2320.7,True
W2_0220,220,Chamber 2,Stage B,220,34.0,833.5,2.358,2.349,2.269,3.32,64.76,59.42,161.28,16.34,32.35,8.76,1029.3,True
W2_0221,221,Chamber 2,Stage A,221,34.1,836.5,3.797,3.71,3.613,5.114,92.44,86.23,221.29,19.23,41.42,8.52,2292.8,True
W2_0222,222,Chamber 2,Stage A,222,34.2,831.2,3.81,3.72,3.637,5.288,92.36,86.17,219.53,19.01,41.56,8.43,2272.1,True
W2_0223,223,Chamber 2,Stage A,223,34.3,824.2,3.806,3.717,3.692,5.056,91.7,86.61,220.26,19.45,42.08,8.63,2296.9,True
W2_0224,224,Chamber 2,Stage B,224,34.4,825.2,2.391,2.378,2.32,3.271,64.85,59.74,162.54,16.47,32.41,8.43,1039.3,True
W2_0225,225,Chamber 2,Stage A,225,34.5,834.5,3.764,3.741,3.646,5.107,92.41,86.07,220.1,19.08,41.82,8.62,2297.5,True
W2_0226,226,Chamber 2,Stage A,226,34.6,825.9,3.759,3.714,3.682,5.188,91.93,85.71,221.91,19.07,40.63,8.68,2285.2,True
W2_0227,227,Chamber 2,Stage A,227,34.7,822.2,3.82,3.703,3.585,5.109,92.03,85.89,217.68,19.23,41.44,8.23,2285.6,True
W2_0228,228,Chamber 2,Stage B,228,34.8,826.5,2.365,2.367,2.323,3.26,64.19,59.65,159.94,16.35,32.39,8.57,1011.9,True
W2_0229,229,Chamber 2,Stage A,229,34.9,817.8,3.809,3.726,3.64,5.134,92.19,86.11,220.76,19.32,41.38,8.7,2263.1,True
W2_0230,230,Chamber 2,Stage A,230,35.0,822.9,3.81,3.739,3.611,5.111,91.76,85.81,221.89,19.04,41.21,8.61,2291.0,True
W2_0231,231,Chamber 2,Stage A,231,35.1,812.2,3.779,3.746,3.646,5.116,92.17,85.7,219.31,19.32,41.44,8.52,2262.7,True
W2_0232,232,Chamber 2,Stage B,232,35.2,822.3,2.34,2.347,2.284,3.25,65.05,59.36,156.37,16.1,32.06,8.54,1007.3,True
W2_0233,233,Chamber 2,Stage A,233,35.3,817.8,3.808,3.699,3.649,5.062,92.42,86.03,216.46,19.22,41.51,8.45,2256.3,True
W2_0234,234,Chamber 2,Stage A,234,35.4,816.0,3.781,3.659,3.637,5.179,91.85,86.7,220.86,19.11,41.26,8.55,2253.7,True
W2_0235,235,Chamber 2,Stage A,235,35.5,810.6,3.772,3.692,3.614,5.232,92.21,86.12,217.88,19.04,41.33,8.59,2256.7,True
W2_0236,236,Chamber 2,Stage B,236,35.6,808.6,2.377,2.374,2.258,3.268,65.27,59.65,158.36,16.34,32.22,8.47,1033.4,True
W2_0237,237,Chamber 2,Stage A,237,35.7,807.5,3.749,3.749,3.698,5.15,91.56,85.95,217.76,18.92,40.82,8.6,2265.8,True
W2_0238,238,Chamber 2,Stage A,238,35.8,808.7,3.805,3.725,3.618,5.161,91.98,85.6,224.48,19.32,41.69,8.57,2253.5,True
W2_0239,239,Chamber 2,Stage A,239,35.9,801.0,3.77,3.72,3.642,5.139,92.13,86.22,220.48,19.03,40.87,8.32,2274.9,True
W2_0240,240,Chamber 2,Stage B,240,36.0,810.0,2.389,2.381,2.295,3.263,64.94,60.1,159.54,16.25,31.93,8.6,1020.8,True
W2_0241,241,Chamber 2,Stage A,241,36.1,802.0,3.788,3.768,3.628,5.196,92.33,85.63,220.61,19.22,41.55,8.49,2282.7,True
W2_0242,242,Chamber 2,Stage A,242,36.2,801.1,3.825,3.717,3.698,5.096,91.75,86.61,219.11,19.13,41.78,8.74,2275.3,True
W2_0243,243,Chamber 2,Stage A,243,36.3,800.3,3.835,3.772,3.627,5.17,92.31,86.43,221.0,19.18,41.13,8.21,2292.5,True
W2_0244,244,Chamber 2,Stage B,244,36.4,803.8,2.434,2.362,2.265,3.114,65.06,59.91,158.05,16.32,32.09,8.24,1011.6,True
W2_0245,245,Chamber 2,Stage A,245,36.5,795.6,3.769,3.75,3.649,5.165,91.83,86.43,220.59,19.22,41.3,8.4,2237.6,True
W2_0246,246,Chamber 2,Stage A,246,36.6,793.9,3.812,3.725,3.688,5.169,92.0,86.09,220.59,18.84,40.7,8.56,2281.9,True
W2_0247,247,Chamber 2,Stage A,247,36.7,792.0,3.794,3.751,3.661,5.074,91.97,85.87,216.51,19.0,41.28,8.4,2271.1,True
W2_0248,248,Chamber 2,Stage B,248,36.8,796.8,2.401,2.364,2.28,3.263,64.85,59.64,161.15,16.26,32.6,8.72,976.6,True
W2_0249,249,Chamber 2,Stage A,249,36.9,797.3,3.862,3.77,3.638,5.072,91.57,85.33,219.79,19.29,41.42,8.74,2246.1,True
W2_0250,250,Chamber 2,Stage A,250,37.0,785.5,3.86,3.72,3.631,5.165,91.86,85.54,222.56,19.05,41.01,8.68,2247.0,True
W2_0251,251,Chamber 2,Stage A,251,37.1,790.1,3.79,3.755,3.67,5.199,91.6,85.86,221.52,19.52,42.01,8.57,2253.5,True
W2_0252,252,Chamber 2,Stage B,252,37.2,784.5,2.39,2.352,2.331,3.321,65.29,59.97,162.75,16.23,32.26,8.17,1016.8,True
W2_0253,253,Chamber 2,Stage A,253,37.3,780.1,3.817,3.7,3.665,5.18,92.49,86.81,220.49,19.0,40.75,8.54,2273.2,True
W2_0254,254,Chamber 2,Stage A,254,37.4,781.8,3.824,3.724,3.643,5.142,91.84,85.83,216.59,19.14,40.98,8.46,2246.9,True
W2_0255,255,Chamber 2,Stage A,255,37.5,783.0,3.83,3.741,3.639,5.107,92.13,86.23,222.8,19.18,41.17,8.68,2264.9,True
